product_id,product_name,price,brand,description,rating,rating_count,user_id,user_name
b8324504,Faucet,870.97,Brand 39,"A high-quality faucet made by Brand 39. Durable and stylish, perfect for modern bathrooms.",3.4,84,U0055,User_300
cae69071,Water Filter,549.71,Brand 27,"A high-quality water filter made by Brand 27. Durable and stylish, perfect for modern bathrooms.",4.0,60,U0574,User_418
de394321,Showerhead,980.98,Brand 20,"A high-quality showerhead made by Brand 20. Durable and stylish, perfect for modern bathrooms.",4.8,41,U0154,User_139
c3776889,Bathroom Scale,742.13,Brand 9,"A high-quality bathroom scale made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.0,137,U0241,User_202
37860815,Bathroom Scale,460.33,Brand 46,"A high-quality bathroom scale made by Brand 46. Durable and stylish, perfect for modern bathrooms.",3.8,209,U0317,User_92
85bcdae8,Towel Rack,182.48,Brand 31,"A high-quality towel rack made by Brand 31. Durable and stylish, perfect for modern bathrooms.",3.5,5,U0902,User_805
38f88a11,Heated Towel Rail,663.01,Brand 2,"A high-quality heated towel rail made by Brand 2. Durable and stylish, perfect for modern bathrooms.",3.8,425,U0882,User_507
81349253,Shower Curtain,816.14,Brand 1,"A high-quality shower curtain made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.0,125,U0971,User_746
e6d26ceb,Bathtub,577.99,Brand 26,"A high-quality bathtub made by Brand 26. Durable and stylish, perfect for modern bathrooms.",4.4,186,U0562,User_743
c1c2d84c,Floor Drain,770.16,Brand 31,"A high-quality floor drain made by Brand 31. Durable and stylish, perfect for modern bathrooms.",3.9,444,U0784,User_425
8b17c9f3,Bathroom Scale,240.24,Brand 32,"A high-quality bathroom scale made by Brand 32. Durable and stylish, perfect for modern bathrooms.",4.7,224,U0678,User_665
09d70772,Toilet Seat,644.79,Brand 7,"A high-quality toilet seat made by Brand 7. Durable and stylish, perfect for modern bathrooms.",3.5,236,U0515,User_380
ee50b7ee,Showerhead,508.76,Brand 50,"A high-quality showerhead made by Brand 50. Durable and stylish, perfect for modern bathrooms.",3.9,11,U0565,User_84
bed88bd6,Bidet,506.75,Brand 29,"A high-quality bidet made by Brand 29. Durable and stylish, perfect for modern bathrooms.",4.1,485,U0014,User_296
d3f24046,Hand Shower,76.77,Brand 45,"A high-quality hand shower made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.7,16,U0923,User_328
1cf9ab73,Heated Towel Rail,742.7,Brand 8,"A high-quality heated towel rail made by Brand 8. Durable and stylish, perfect for modern bathrooms.",3.9,347,U0547,User_901
4c317822,Cabinet,974.49,Brand 32,"A high-quality cabinet made by Brand 32. Durable and stylish, perfect for modern bathrooms.",4.9,277,U0887,User_917
dc0bb38e,Wall Mount,765.86,Brand 43,"A high-quality wall mount made by Brand 43. Durable and stylish, perfect for modern bathrooms.",3.5,439,U0347,User_821
aa92f0c6,Towel Rack,813.04,Brand 4,"A high-quality towel rack made by Brand 4. Durable and stylish, perfect for modern bathrooms.",3.9,363,U0164,User_497
3266f2bb,Toilet Seat,332.54,Brand 5,"A high-quality toilet seat made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.0,327,U0183,User_87
62274585,Pipe Connector,790.85,Brand 37,"A high-quality pipe connector made by Brand 37. Durable and stylish, perfect for modern bathrooms.",3.8,160,U0770,User_256
bb907a3a,Drain Cover,360.34,Brand 33,"A high-quality drain cover made by Brand 33. Durable and stylish, perfect for modern bathrooms.",3.2,240,U0142,User_662
f598e315,Toilet Brush,933.15,Brand 26,"A high-quality toilet brush made by Brand 26. Durable and stylish, perfect for modern bathrooms.",3.9,494,U0786,User_310
7206183e,Shower Curtain,275.6,Brand 12,"A high-quality shower curtain made by Brand 12. Durable and stylish, perfect for modern bathrooms.",3.6,366,U0972,User_438
c4281da9,Soap Dispenser,718.79,Brand 1,"A high-quality soap dispenser made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.8,201,U0258,User_910
42d19bfa,Hand Shower,430.56,Brand 39,"A high-quality hand shower made by Brand 39. Durable and stylish, perfect for modern bathrooms.",4.0,267,U0464,User_790
a24fa1be,Water Filter,314.48,Brand 23,"A high-quality water filter made by Brand 23. Durable and stylish, perfect for modern bathrooms.",4.1,240,U0211,User_64
ef3dd7e6,Towel Rack,536.81,Brand 10,"A high-quality towel rack made by Brand 10. Durable and stylish, perfect for modern bathrooms.",3.4,164,U0581,User_439
21cbd9be,Toilet Paper Holder,851.45,Brand 19,"A high-quality toilet paper holder made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.7,225,U0649,User_163
73b86797,Toilet Brush,578.69,Brand 23,"A high-quality toilet brush made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.6,382,U0283,User_359
142c758b,Floor Drain,952.02,Brand 47,"A high-quality floor drain made by Brand 47. Durable and stylish, perfect for modern bathrooms.",4.4,28,U0801,User_779
116697d9,Heated Towel Rail,411.92,Brand 6,"A high-quality heated towel rail made by Brand 6. Durable and stylish, perfect for modern bathrooms.",4.5,363,U0601,User_268
a5889276,Overhead Shower,490.73,Brand 50,"A high-quality overhead shower made by Brand 50. Durable and stylish, perfect for modern bathrooms.",4.0,348,U0078,User_691
a73ac691,Overhead Shower,326.47,Brand 10,"A high-quality overhead shower made by Brand 10. Durable and stylish, perfect for modern bathrooms.",3.5,217,U0084,User_546
d1e2566d,Cabinet,760.76,Brand 38,"A high-quality cabinet made by Brand 38. Durable and stylish, perfect for modern bathrooms.",4.1,39,U0195,User_446
4191777c,Hand Shower,665.46,Brand 18,"A high-quality hand shower made by Brand 18. Durable and stylish, perfect for modern bathrooms.",3.7,297,U0743,User_403
363e49a9,Cabinet,226.79,Brand 23,"A high-quality cabinet made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.7,419,U0216,User_599
1e45d951,Showerhead,53.81,Brand 22,"A high-quality showerhead made by Brand 22. Durable and stylish, perfect for modern bathrooms.",3.8,237,U0364,User_173
4629c052,Pipe Connector,313.28,Brand 29,"A high-quality pipe connector made by Brand 29. Durable and stylish, perfect for modern bathrooms.",4.9,356,U0428,User_86
7019e7bc,Bathtub,543.9,Brand 3,"A high-quality bathtub made by Brand 3. Durable and stylish, perfect for modern bathrooms.",3.1,204,U0052,User_100
05f56884,Faucet,499.46,Brand 45,"A high-quality faucet made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.2,152,U0948,User_257
e7245193,Wall Tiles,756.13,Brand 19,"A high-quality wall tiles made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.1,120,U0845,User_732
498c2618,Wall Tiles,117.46,Brand 46,"A high-quality wall tiles made by Brand 46. Durable and stylish, perfect for modern bathrooms.",3.9,26,U0829,User_208
58425e66,Towel Rack,541.32,Brand 11,"A high-quality towel rack made by Brand 11. Durable and stylish, perfect for modern bathrooms.",3.6,316,U0623,User_797
bb4e4ab1,Floor Drain,864.32,Brand 5,"A high-quality floor drain made by Brand 5. Durable and stylish, perfect for modern bathrooms.",4.2,37,U0310,User_539
1e1e1c6d,Toilet Paper Holder,230.46,Brand 45,"A high-quality toilet paper holder made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.1,104,U0972,User_400
73c13cab,Shower Curtain,706.29,Brand 8,"A high-quality shower curtain made by Brand 8. Durable and stylish, perfect for modern bathrooms.",3.2,427,U0707,User_391
91d037c7,Bathtub,584.61,Brand 45,"A high-quality bathtub made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.6,227,U0907,User_630
aabf7e05,Shower Curtain,812.84,Brand 38,"A high-quality shower curtain made by Brand 38. Durable and stylish, perfect for modern bathrooms.",3.7,462,U0684,User_798
58a1cac8,Cabinet,926.77,Brand 1,"A high-quality cabinet made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.8,260,U0964,User_973
8a4d31d4,Bathtub,185.95,Brand 24,"A high-quality bathtub made by Brand 24. Durable and stylish, perfect for modern bathrooms.",4.9,373,U0838,User_330
b0b7ea8a,Faucet,893.35,Brand 10,"A high-quality faucet made by Brand 10. Durable and stylish, perfect for modern bathrooms.",3.5,122,U0845,User_959
8de163d2,Toilet,453.7,Brand 26,"A high-quality toilet made by Brand 26. Durable and stylish, perfect for modern bathrooms.",4.6,9,U0200,User_574
309d723a,Water Filter,846.35,Brand 9,"A high-quality water filter made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.8,96,U0393,User_792
2c3ab3cf,Bathtub,564.32,Brand 19,"A high-quality bathtub made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.9,455,U0919,User_25
0dfad554,Heated Towel Rail,982.29,Brand 21,"A high-quality heated towel rail made by Brand 21. Durable and stylish, perfect for modern bathrooms.",4.1,247,U0039,User_718
8a264783,Corner Shelf,742.48,Brand 41,"A high-quality corner shelf made by Brand 41. Durable and stylish, perfect for modern bathrooms.",4.4,349,U0725,User_549
def5ea23,Pipe Connector,460.46,Brand 9,"A high-quality pipe connector made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.1,251,U0257,User_701
710c5392,Showerhead,846.44,Brand 37,"A high-quality showerhead made by Brand 37. Durable and stylish, perfect for modern bathrooms.",3.6,209,U0676,User_651
d1aa4591,Mirror,508.63,Brand 41,"A high-quality mirror made by Brand 41. Durable and stylish, perfect for modern bathrooms.",4.9,77,U0312,User_75
59baf81f,Plunger,633.95,Brand 21,"A high-quality plunger made by Brand 21. Durable and stylish, perfect for modern bathrooms.",3.2,219,U0945,User_917
453bf568,Bathtub,639.27,Brand 2,"A high-quality bathtub made by Brand 2. Durable and stylish, perfect for modern bathrooms.",3.4,422,U0194,User_49
857adcc2,Showerhead,98.7,Brand 41,"A high-quality showerhead made by Brand 41. Durable and stylish, perfect for modern bathrooms.",3.8,44,U0869,User_350
2779ddfb,Mirror,724.47,Brand 49,"A high-quality mirror made by Brand 49. Durable and stylish, perfect for modern bathrooms.",4.0,57,U0222,User_592
de7d4ea4,Floor Drain,537.84,Brand 1,"A high-quality floor drain made by Brand 1. Durable and stylish, perfect for modern bathrooms.",4.4,252,U0767,User_460
4e43018b,Toilet Seat,221.65,Brand 33,"A high-quality toilet seat made by Brand 33. Durable and stylish, perfect for modern bathrooms.",4.4,387,U0482,User_371
8a264783,Corner Shelf,742.48,Brand 41,"A high-quality corner shelf made by Brand 41. Durable and stylish, perfect for modern bathrooms.",4.4,349,U0494,User_899
aee1d5ff,Hand Shower,834.67,Brand 30,"A high-quality hand shower made by Brand 30. Durable and stylish, perfect for modern bathrooms.",4.8,417,U0959,User_759
bb4e4ab1,Floor Drain,864.32,Brand 5,"A high-quality floor drain made by Brand 5. Durable and stylish, perfect for modern bathrooms.",4.2,37,U0231,User_147
1bb3c8f5,Shower Panel,915.36,Brand 37,"A high-quality shower panel made by Brand 37. Durable and stylish, perfect for modern bathrooms.",3.1,241,U0724,User_31
636814fc,Faucet,141.45,Brand 5,"A high-quality faucet made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.7,207,U0346,User_422
06f25f67,Faucet,196.01,Brand 30,"A high-quality faucet made by Brand 30. Durable and stylish, perfect for modern bathrooms.",3.8,328,U0949,User_769
a8f5bf4b,Water Filter,299.31,Brand 42,"A high-quality water filter made by Brand 42. Durable and stylish, perfect for modern bathrooms.",4.2,352,U0560,User_202
0b47ddba,Toilet,390.31,Brand 10,"A high-quality toilet made by Brand 10. Durable and stylish, perfect for modern bathrooms.",3.2,377,U0430,User_422
399f2dde,Toilet,879.92,Brand 44,"A high-quality toilet made by Brand 44. Durable and stylish, perfect for modern bathrooms.",3.0,383,U0642,User_504
e1c3765e,Wall Tiles,470.57,Brand 20,"A high-quality wall tiles made by Brand 20. Durable and stylish, perfect for modern bathrooms.",3.4,319,U0907,User_937
419a3670,Cabinet,282.49,Brand 7,"A high-quality cabinet made by Brand 7. Durable and stylish, perfect for modern bathrooms.",4.1,182,U0355,User_591
31fe2898,Faucet,432.17,Brand 44,"A high-quality faucet made by Brand 44. Durable and stylish, perfect for modern bathrooms.",3.3,34,U0675,User_312
2146787f,Drain Cover,829.58,Brand 17,"A high-quality drain cover made by Brand 17. Durable and stylish, perfect for modern bathrooms.",4.3,38,U0805,User_74
28670056,Wall Tiles,925.82,Brand 1,"A high-quality wall tiles made by Brand 1. Durable and stylish, perfect for modern bathrooms.",3.1,303,U0837,User_910
e75960de,Corner Shelf,98.12,Brand 27,"A high-quality corner shelf made by Brand 27. Durable and stylish, perfect for modern bathrooms.",3.2,383,U0619,User_774
d1bdb90d,Hand Shower,87.0,Brand 48,"A high-quality hand shower made by Brand 48. Durable and stylish, perfect for modern bathrooms.",5.0,241,U0837,User_982
d6b42f59,Bathroom Scale,694.61,Brand 41,"A high-quality bathroom scale made by Brand 41. Durable and stylish, perfect for modern bathrooms.",3.2,334,U0948,User_555
90f168f7,Corner Shelf,51.75,Brand 49,"A high-quality corner shelf made by Brand 49. Durable and stylish, perfect for modern bathrooms.",4.0,170,U0537,User_544
ee78357d,Bathtub,923.91,Brand 9,"A high-quality bathtub made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.8,451,U0462,User_301
c63fdb47,Vanity Unit,473.53,Brand 48,"A high-quality vanity unit made by Brand 48. Durable and stylish, perfect for modern bathrooms.",4.0,51,U0134,User_156
1f690669,Cabinet,89.9,Brand 21,"A high-quality cabinet made by Brand 21. Durable and stylish, perfect for modern bathrooms.",4.1,262,U0270,User_741
dccc2dde,Overhead Shower,292.67,Brand 18,"A high-quality overhead shower made by Brand 18. Durable and stylish, perfect for modern bathrooms.",3.2,248,U0863,User_151
04e3e3d0,Bathtub,291.83,Brand 6,"A high-quality bathtub made by Brand 6. Durable and stylish, perfect for modern bathrooms.",3.4,265,U0486,User_414
5f198b1a,Toilet,748.05,Brand 3,"A high-quality toilet made by Brand 3. Durable and stylish, perfect for modern bathrooms.",4.3,409,U0348,User_663
7eeb08a0,Shower Curtain,860.0,Brand 2,"A high-quality shower curtain made by Brand 2. Durable and stylish, perfect for modern bathrooms.",4.0,329,U0328,User_611
c7202851,Soap Dispenser,301.59,Brand 12,"A high-quality soap dispenser made by Brand 12. Durable and stylish, perfect for modern bathrooms.",4.1,357,U0066,User_777
fab71041,Faucet,445.8,Brand 9,"A high-quality faucet made by Brand 9. Durable and stylish, perfect for modern bathrooms.",4.6,299,U0351,User_78
e92394ac,Wall Mount,902.64,Brand 33,"A high-quality wall mount made by Brand 33. Durable and stylish, perfect for modern bathrooms.",3.8,383,U0765,User_374
ec7bfde1,Floor Drain,348.5,Brand 41,"A high-quality floor drain made by Brand 41. Durable and stylish, perfect for modern bathrooms.",3.6,175,U0334,User_6
c89ad195,Shower Curtain,886.2,Brand 18,"A high-quality shower curtain made by Brand 18. Durable and stylish, perfect for modern bathrooms.",3.5,171,U0358,User_749
59ff90bb,Showerhead,601.05,Brand 5,"A high-quality showerhead made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.5,448,U0286,User_630
57468682,Sink,810.89,Brand 13,"A high-quality sink made by Brand 13. Durable and stylish, perfect for modern bathrooms.",3.6,473,U0274,User_87
2fe40bdb,Sink,741.79,Brand 10,"A high-quality sink made by Brand 10. Durable and stylish, perfect for modern bathrooms.",4.6,480,U0545,User_450
60632cc7,Bathroom Scale,850.58,Brand 3,"A high-quality bathroom scale made by Brand 3. Durable and stylish, perfect for modern bathrooms.",3.5,227,U0456,User_897
0a839ccf,Towel Rack,717.81,Brand 8,"A high-quality towel rack made by Brand 8. Durable and stylish, perfect for modern bathrooms.",4.7,61,U0087,User_355
7f144d6b,Drain Cover,228.74,Brand 46,"A high-quality drain cover made by Brand 46. Durable and stylish, perfect for modern bathrooms.",3.2,112,U0212,User_517
57fefaee,Showerhead,153.22,Brand 17,"A high-quality showerhead made by Brand 17. Durable and stylish, perfect for modern bathrooms.",4.2,263,U0448,User_263
31b71025,Bathroom Scale,562.22,Brand 49,"A high-quality bathroom scale made by Brand 49. Durable and stylish, perfect for modern bathrooms.",3.4,189,U0957,User_274
c1811966,Hand Shower,159.21,Brand 26,"A high-quality hand shower made by Brand 26. Durable and stylish, perfect for modern bathrooms.",4.4,34,U0209,User_298
7516e0c3,Bidet,105.99,Brand 24,"A high-quality bidet made by Brand 24. Durable and stylish, perfect for modern bathrooms.",4.0,142,U0301,User_181
fe44aebd,Corner Shelf,271.92,Brand 23,"A high-quality corner shelf made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.7,102,U0664,User_141
1283d87e,Hand Dryer,940.13,Brand 9,"A high-quality hand dryer made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.2,65,U0165,User_160
80ee59d6,Mirror,476.58,Brand 7,"A high-quality mirror made by Brand 7. Durable and stylish, perfect for modern bathrooms.",3.2,47,U0736,User_378
d9e4ae1f,Shower Enclosure,627.51,Brand 4,"A high-quality shower enclosure made by Brand 4. Durable and stylish, perfect for modern bathrooms.",3.1,153,U0634,User_304
b11906d2,Plunger,258.75,Brand 7,"A high-quality plunger made by Brand 7. Durable and stylish, perfect for modern bathrooms.",3.2,280,U0190,User_915
e0ac8c7a,Water Filter,468.62,Brand 47,"A high-quality water filter made by Brand 47. Durable and stylish, perfect for modern bathrooms.",3.9,390,U0251,User_576
c6a6972d,Toilet Paper Holder,869.75,Brand 49,"A high-quality toilet paper holder made by Brand 49. Durable and stylish, perfect for modern bathrooms.",4.2,205,U0465,User_766
9810a7a4,Bidet,792.28,Brand 32,"A high-quality bidet made by Brand 32. Durable and stylish, perfect for modern bathrooms.",4.6,127,U0517,User_647
90434698,Bathtub,961.64,Brand 15,"A high-quality bathtub made by Brand 15. Durable and stylish, perfect for modern bathrooms.",4.5,99,U0445,User_850
14e00191,Plunger,454.28,Brand 24,"A high-quality plunger made by Brand 24. Durable and stylish, perfect for modern bathrooms.",3.9,57,U0938,User_812
59baf81f,Plunger,633.95,Brand 21,"A high-quality plunger made by Brand 21. Durable and stylish, perfect for modern bathrooms.",3.2,219,U0190,User_334
0c2bbd68,Sink,558.92,Brand 40,"A high-quality sink made by Brand 40. Durable and stylish, perfect for modern bathrooms.",4.1,299,U0011,User_506
cab53cec,Plunger,434.43,Brand 41,"A high-quality plunger made by Brand 41. Durable and stylish, perfect for modern bathrooms.",4.8,203,U0754,User_572
73b86797,Toilet Brush,578.69,Brand 23,"A high-quality toilet brush made by Brand 23. Durable and stylish, perfect for modern bathrooms.",3.6,382,U0845,User_570
e9dee9a2,Water Filter,834.53,Brand 7,"A high-quality water filter made by Brand 7. Durable and stylish, perfect for modern bathrooms.",4.2,28,U0953,User_707
db64a3aa,Cabinet,698.73,Brand 10,"A high-quality cabinet made by Brand 10. Durable and stylish, perfect for modern bathrooms.",4.1,432,U0482,User_297
1457377e,Bathroom Scale,388.32,Brand 45,"A high-quality bathroom scale made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.0,260,U0407,User_394
2cae2d05,Pipe Connector,748.7,Brand 46,"A high-quality pipe connector made by Brand 46. Durable and stylish, perfect for modern bathrooms.",3.5,467,U0373,User_713
3ada6d60,Bidet,242.33,Brand 13,"A high-quality bidet made by Brand 13. Durable and stylish, perfect for modern bathrooms.",4.2,289,U0194,User_633
4f84c2fc,Plunger,89.44,Brand 44,"A high-quality plunger made by Brand 44. Durable and stylish, perfect for modern bathrooms.",3.5,366,U0461,User_977
e7ec05d9,Pipe Connector,956.09,Brand 15,"A high-quality pipe connector made by Brand 15. Durable and stylish, perfect for modern bathrooms.",3.5,402,U0610,User_991
606a5281,Toilet Seat,143.76,Brand 12,"A high-quality toilet seat made by Brand 12. Durable and stylish, perfect for modern bathrooms.",3.5,385,U0496,User_124
c88175a4,Toilet Brush,208.04,Brand 38,"A high-quality toilet brush made by Brand 38. Durable and stylish, perfect for modern bathrooms.",4.9,308,U0515,User_37
1a7a359b,Cabinet,750.1,Brand 17,"A high-quality cabinet made by Brand 17. Durable and stylish, perfect for modern bathrooms.",4.5,165,U0714,User_669
3266f2bb,Toilet Seat,332.54,Brand 5,"A high-quality toilet seat made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.0,327,U0890,User_832
28714833,Toilet Paper Holder,286.19,Brand 21,"A high-quality toilet paper holder made by Brand 21. Durable and stylish, perfect for modern bathrooms.",4.6,343,U0561,User_580
492ae168,Heated Towel Rail,212.79,Brand 46,"A high-quality heated towel rail made by Brand 46. Durable and stylish, perfect for modern bathrooms.",4.5,303,U0894,User_806
7782487c,Sink,245.89,Brand 36,"A high-quality sink made by Brand 36. Durable and stylish, perfect for modern bathrooms.",4.7,287,U0012,User_845
83a218a4,Pipe Connector,156.73,Brand 3,"A high-quality pipe connector made by Brand 3. Durable and stylish, perfect for modern bathrooms.",4.6,472,U0070,User_34
37e6faea,Hand Shower,924.11,Brand 36,"A high-quality hand shower made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.4,130,U0768,User_950
3a75a647,Shower Panel,481.25,Brand 40,"A high-quality shower panel made by Brand 40. Durable and stylish, perfect for modern bathrooms.",3.3,223,U0622,User_194
4dade85d,Shower Panel,508.26,Brand 8,"A high-quality shower panel made by Brand 8. Durable and stylish, perfect for modern bathrooms.",3.0,171,U0820,User_904
314c61d1,Plunger,469.43,Brand 9,"A high-quality plunger made by Brand 9. Durable and stylish, perfect for modern bathrooms.",4.7,32,U0274,User_108
58425e66,Towel Rack,541.32,Brand 11,"A high-quality towel rack made by Brand 11. Durable and stylish, perfect for modern bathrooms.",3.6,316,U0453,User_826
67471194,Toilet Brush,957.5,Brand 42,"A high-quality toilet brush made by Brand 42. Durable and stylish, perfect for modern bathrooms.",4.8,403,U0464,User_829
f0e9af16,Toilet Brush,83.01,Brand 39,"A high-quality toilet brush made by Brand 39. Durable and stylish, perfect for modern bathrooms.",3.5,282,U0902,User_587
fa172dac,Wall Mount,264.72,Brand 9,"A high-quality wall mount made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.5,240,U0047,User_541
2c3ab3cf,Bathtub,564.32,Brand 19,"A high-quality bathtub made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.9,455,U0722,User_717
4c2b2d1a,Water Filter,654.48,Brand 12,"A high-quality water filter made by Brand 12. Durable and stylish, perfect for modern bathrooms.",4.6,263,U0031,User_735
bedc8f9b,Pipe Connector,407.29,Brand 19,"A high-quality pipe connector made by Brand 19. Durable and stylish, perfect for modern bathrooms.",4.0,148,U0252,User_132
499d448a,Soap Dispenser,542.75,Brand 22,"A high-quality soap dispenser made by Brand 22. Durable and stylish, perfect for modern bathrooms.",3.0,33,U0674,User_705
2fe40bdb,Sink,741.79,Brand 10,"A high-quality sink made by Brand 10. Durable and stylish, perfect for modern bathrooms.",4.6,480,U0184,User_292
323017e0,Showerhead,799.67,Brand 10,"A high-quality showerhead made by Brand 10. Durable and stylish, perfect for modern bathrooms.",3.3,339,U0463,User_746
bf5db787,Plunger,664.0,Brand 14,"A high-quality plunger made by Brand 14. Durable and stylish, perfect for modern bathrooms.",3.7,177,U0480,User_564
0a54166b,Plunger,525.32,Brand 20,"A high-quality plunger made by Brand 20. Durable and stylish, perfect for modern bathrooms.",4.4,67,U0224,User_93
e165e73d,Mirror,959.75,Brand 25,"A high-quality mirror made by Brand 25. Durable and stylish, perfect for modern bathrooms.",4.5,21,U0383,User_213
32c6a14d,Faucet,995.77,Brand 2,"A high-quality faucet made by Brand 2. Durable and stylish, perfect for modern bathrooms.",3.4,97,U0502,User_447
28714833,Toilet Paper Holder,286.19,Brand 21,"A high-quality toilet paper holder made by Brand 21. Durable and stylish, perfect for modern bathrooms.",4.6,343,U0026,User_420
c9db9348,Corner Shelf,157.82,Brand 45,"A high-quality corner shelf made by Brand 45. Durable and stylish, perfect for modern bathrooms.",4.7,202,U0295,User_444
26ede576,Faucet,623.29,Brand 27,"A high-quality faucet made by Brand 27. Durable and stylish, perfect for modern bathrooms.",4.3,468,U0874,User_68
53e76fbe,Soap Dispenser,316.2,Brand 9,"A high-quality soap dispenser made by Brand 9. Durable and stylish, perfect for modern bathrooms.",4.8,168,U0056,User_464
9445bb5c,Cabinet,785.74,Brand 44,"A high-quality cabinet made by Brand 44. Durable and stylish, perfect for modern bathrooms.",4.1,486,U0653,User_581
3ada6d60,Bidet,242.33,Brand 13,"A high-quality bidet made by Brand 13. Durable and stylish, perfect for modern bathrooms.",4.2,289,U0780,User_407
3f86416b,Corner Shelf,437.15,Brand 36,"A high-quality corner shelf made by Brand 36. Durable and stylish, perfect for modern bathrooms.",3.5,463,U0388,User_22
b5dc48b1,Wall Mount,911.43,Brand 45,"A high-quality wall mount made by Brand 45. Durable and stylish, perfect for modern bathrooms.",3.2,295,U0246,User_524
a24fa1be,Water Filter,314.48,Brand 23,"A high-quality water filter made by Brand 23. Durable and stylish, perfect for modern bathrooms.",4.1,240,U0771,User_571
0bf552f4,Cabinet,898.62,Brand 5,"A high-quality cabinet made by Brand 5. Durable and stylish, perfect for modern bathrooms.",3.6,333,U0905,User_866
3598588c,Sink,386.08,Brand 35,"A high-quality sink made by Brand 35. Durable and stylish, perfect for modern bathrooms.",3.9,224,U0857,User_474
6ced6cee,Overhead Shower,449.2,Brand 2,"A high-quality overhead shower made by Brand 2. Durable and stylish, perfect for modern bathrooms.",4.4,26,U0580,User_697
4c2b2d1a,Water Filter,654.48,Brand 12,"A high-quality water filter made by Brand 12. Durable and stylish, perfect for modern bathrooms.",4.6,263,U0716,User_756
d319ffe8,Sink,800.99,Brand 44,"A high-quality sink made by Brand 44. Durable and stylish, perfect for modern bathrooms.",3.8,90,U0374,User_898
9ab6aeac,Bathtub,683.72,Brand 22,"A high-quality bathtub made by Brand 22. Durable and stylish, perfect for modern bathrooms.",3.8,218,U0471,User_582
67aecbbf,Plunger,938.81,Brand 49,"A high-quality plunger made by Brand 49. Durable and stylish, perfect for modern bathrooms.",4.3,494,U0734,User_236
3a3fa253,Sink,606.58,Brand 17,"A high-quality sink made by Brand 17. Durable and stylish, perfect for modern bathrooms.",3.1,462,U0961,User_705
de394321,Showerhead,980.98,Brand 20,"A high-quality showerhead made by Brand 20. Durable and stylish, perfect for modern bathrooms.",4.8,41,U0364,User_892
b77d8fa5,Water Filter,533.2,Brand 22,"A high-quality water filter made by Brand 22. Durable and stylish, perfect for modern bathrooms.",4.8,90,U0768,User_986
22b508b2,Water Filter,818.47,Brand 4,"A high-quality water filter made by Brand 4. Durable and stylish, perfect for modern bathrooms.",3.4,410,U0845,User_602
050ec4ac,Hand Dryer,676.25,Brand 34,"A high-quality hand dryer made by Brand 34. Durable and stylish, perfect for modern bathrooms.",3.0,459,U0121,User_650
343c0981,Wall Tiles,637.02,Brand 48,"A high-quality wall tiles made by Brand 48. Durable and stylish, perfect for modern bathrooms.",3.0,220,U0958,User_103
90ac62c6,Toilet,680.7,Brand 11,"A high-quality toilet made by Brand 11. Durable and stylish, perfect for modern bathrooms.",3.6,88,U0439,User_767
9445bb5c,Cabinet,785.74,Brand 44,"A high-quality cabinet made by Brand 44. Durable and stylish, perfect for modern bathrooms.",4.1,486,U0196,User_266
e7b77c2e,Faucet,752.65,Brand 14,"A high-quality faucet made by Brand 14. Durable and stylish, perfect for modern bathrooms.",4.3,470,U0037,User_965
6010a6b8,Wall Tiles,289.44,Brand 9,"A high-quality wall tiles made by Brand 9. Durable and stylish, perfect for modern bathrooms.",3.2,384,U0371,User_615
8bb38df9,Hand Shower,832.99,Brand 47,"A high-quality hand shower made by Brand 47. Durable and stylish, perfect for modern bathrooms.",3.8,16,U0283,User_906
dccc2dde,Overhead Shower,292.67,Brand 18,"A high-quality overhead shower made by Brand 18. Durable and stylish, perfect for modern bathrooms.",3.2,248,U0818,User_952
ac76d356,Toilet Brush,374.3,Brand 9,"A high-quality toilet brush made by Brand 9. Durable and stylish, perfect for modern bathrooms.",4.1,309,U0894,User_528
